shipping_id,order_id,carrier,shipping_date,delivery_date,shipping_cost
373,487,Delhivery,2022-12-11,2022-12-17,98.79
374,488,EcomExpress,2022-11-23,2022-11-28,141.98
375,489,IndiaPost,2022-06-25,2022-06-29,79.51
376,491,Delhivery,2024-11-16,2024-11-18,217.54
377,492,IndiaPost,2024-10-27,2024-11-02,137.61
378,493,BlueDart,2024-05-02,2024-05-06,66.18
379,494,BlueDart,2022-09-13,2022-09-19,101.75
380,496,BlueDart,2024-06-02,2024-06-04,238.3
381,497,DTDC,2024-11-10,2024-11-12,132.41
382,499,DTDC,2022-05-27,2022-05-28,183.7
383,500,Delhivery,2023-06-28,2023-07-05,136.36
384,501,DTDC,2024-04-23,2024-04-30,243.52
385,504,EcomExpress,2024-04-01,2024-04-07,54.12
386,505,EcomExpress,2024-03-08,2024-03-12,152.55
387,506,EcomExpress,2024-04-28,2024-04-30,219.04
388,507,FedEx,2024-02-04,2024-02-06,240.77
389,508,EcomExpress,2024-02-29,2024-03-03,231.0
390,510,FedEx,2023-01-10,2023-01-11,156.43
391,511,FedEx,2022-12-10,2022-12-16,201.94
392,512,DTDC,2023-01-03,2023-01-05,71.82
393,513,FedEx,2023-05-16,2023-05-21,214.8
394,514,FedEx,2024-02-08,2024-02-14,48.75
395,515,FedEx,2024-09-22,2024-09-29,50.5
396,517,BlueDart,2023-06-11,2023-06-18,41.05
397,518,Delhivery,2023-02-15,2023-02-22,154.79
398,519,BlueDart,2022-12-11,2022-12-15,100.74
399,520,BlueDart,2022-12-07,2022-12-12,82.68
400,521,EcomExpress,2024-08-26,2024-09-02,90.35
401,522,FedEx,2022-11-06,2022-11-13,236.46
402,523,IndiaPost,2024-09-18,2024-09-20,54.88
403,524,Delhivery,2024-10-25,2024-10-26,61.44
404,525,IndiaPost,2024-11-13,2024-11-19,198.16
405,526,FedEx,2024-03-12,2024-03-16,91.86
406,527,FedEx,2023-04-25,2023-04-30,232.52
407,528,BlueDart,2022-07-22,2022-07-28,184.77
408,529,FedEx,2022-12-21,2022-12-28,100.28
409,530,DTDC,2022-09-14,2022-09-19,53.39
410,531,DTDC,2023-04-15,2023-04-20,74.75
411,532,DTDC,2022-06-25,2022-06-29,217.18
412,533,IndiaPost,2022-12-27,2023-01-01,172.34
413,535,DTDC,2024-04-07,2024-04-08,73.72
414,537,BlueDart,2024-02-22,2024-02-23,139.99
415,538,EcomExpress,2022-10-02,2022-10-06,120.35
416,539,IndiaPost,2023-09-23,2023-09-30,168.39
417,541,BlueDart,2023-02-20,2023-02-23,164.72
418,542,BlueDart,2023-07-27,2023-07-28,204.57
419,543,EcomExpress,2022-09-06,2022-09-09,116.62
420,544,DTDC,2024-12-09,2024-12-12,225.9
421,545,BlueDart,2022-07-18,2022-07-19,46.41
422,546,DTDC,2023-03-24,2023-03-31,171.97
423,547,BlueDart,2024-09-17,2024-09-17,105.71
424,548,DTDC,2024-05-30,2024-06-05,244.84
425,549,DTDC,2022-09-25,2022-10-01,108.85
426,550,FedEx,2022-03-21,2022-03-23,193.0
427,552,EcomExpress,2024-10-02,2024-10-07,157.22
428,553,FedEx,2024-07-20,2024-07-26,33.68
429,554,EcomExpress,2023-08-21,2023-08-28,55.62
430,556,EcomExpress,2024-11-07,2024-11-13,192.63
431,557,IndiaPost,2024-10-05,2024-10-12,130.48
432,558,Delhivery,2024-07-14,2024-07-15,62.25
433,560,FedEx,2023-10-15,2023-10-19,37.34
434,561,IndiaPost,2024-10-30,2024-10-31,82.96
435,562,EcomExpress,2022-05-16,2022-05-23,240.95
436,564,DTDC,2022-06-30,2022-07-01,128.07
437,565,FedEx,2023-07-15,2023-07-22,30.45
438,566,DTDC,2023-08-14,2023-08-16,184.37
439,567,BlueDart,2022-03-11,2022-03-12,165.66
440,568,EcomExpress,2022-04-22,2022-04-28,130.18
441,569,EcomExpress,2024-03-29,2024-04-05,211.25
442,570,EcomExpress,2022-03-07,2022-03-14,93.41
443,572,EcomExpress,2023-07-01,2023-07-06,72.84
444,573,FedEx,2022-07-29,2022-07-31,177.25
445,574,Delhivery,2022-12-24,2022-12-29,143.29
446,575,FedEx,2023-04-22,2023-04-25,224.06
447,577,FedEx,2024-06-13,2024-06-16,104.88
448,578,FedEx,2023-06-17,2023-06-22,234.24
449,579,EcomExpress,2024-04-09,2024-04-11,110.76
450,580,Delhivery,2024-08-19,2024-08-23,247.45
451,581,Delhivery,2024-07-11,2024-07-16,227.63
452,582,EcomExpress,2024-04-29,2024-05-06,124.42
453,583,IndiaPost,2023-03-20,2023-03-22,146.31
454,584,IndiaPost,2024-04-26,2024-04-27,179.45
455,585,Delhivery,2023-10-01,2023-10-06,147.58
456,588,Delhivery,2022-01-27,2022-02-02,233.34
457,589,Delhivery,2023-07-23,2023-07-24,27.12
458,590,BlueDart,2024-02-13,2024-02-14,62.22
459,591,DTDC,2024-06-03,2024-06-10,219.18
460,592,FedEx,2023-09-04,2023-09-11,42.95
461,594,DTDC,2022-12-04,2022-12-07,238.81
462,595,FedEx,2022-11-28,2022-12-02,43.27
463,596,BlueDart,2023-01-18,2023-01-25,97.79
464,598,Delhivery,2024-05-02,2024-05-07,115.58
465,599,Delhivery,2022-03-26,2022-03-30,134.09
466,600,IndiaPost,2023-06-14,2023-06-16,109.56
467,601,IndiaPost,2024-07-01,2024-07-04,38.47
468,602,Delhivery,2023-04-03,2023-04-05,34.42
469,604,BlueDart,2022-04-08,2022-04-11,66.3
470,605,Delhivery,2022-01-31,2022-02-06,181.02
471,606,EcomExpress,2023-12-16,2023-12-20,25.96
472,607,FedEx,2022-01-27,2022-01-29,40.75
473,611,BlueDart,2023-12-24,2023-12-25,210.29
474,614,IndiaPost,2022-12-13,2022-12-14,136.2
475,615,,2022-07-02,2022-07-04,52.29
476,616,Delhivery,2024-10-25,2024-10-27,109.6
477,617,EcomExpress,2022-09-26,2022-10-03,80.82
478,619,DTDC,2024-07-01,2024-07-05,108.35
479,620,FedEx,2023-05-24,2023-05-25,221.29
480,621,DTDC,2024-07-19,2024-07-26,221.75
481,625,FedEx,2022-02-08,2022-02-09,72.61
482,627,EcomExpress,2022-01-29,2022-01-30,208.54
483,628,,2022-11-26,2022-11-29,87.96
484,629,EcomExpress,2024-09-23,2024-09-24,210.47
485,630,IndiaPost,2024-12-19,2024-12-24,134.77
486,631,DTDC,2024-01-23,2024-01-28,56.52
487,632,IndiaPost,2023-05-05,2023-05-11,128.4
488,634,FedEx,2022-11-13,2022-11-15,233.23
489,636,FedEx,2022-06-19,2022-06-23,128.69
490,639,FedEx,2023-06-08,2023-06-13,189.39
491,641,BlueDart,2023-08-13,2023-08-18,92.94
492,642,IndiaPost,2022-12-24,2022-12-25,212.97
493,643,FedEx,2022-09-20,2022-09-22,108.43
494,644,Delhivery,2023-09-13,2023-09-16,215.69
495,649,EcomExpress,2022-06-22,2022-06-25,76.26
496,650,Delhivery,2022-09-16,2022-09-21,200.69
497,651,FedEx,2023-04-02,2023-04-08,94.11
498,652,Delhivery,2024-03-11,2024-03-15,127.5
