review_id,customer_id,product_id,order_id,rating,review_text,review_date
45,5322,1541,42858,3,It's decent.,2022-10-18
46,6906,274,37197,2,Disappointed with the purchase.,2024-12-06
47,5470,1267,93988,3,Okay for the price.,2023-12-23
48,2207,665,39835,5,Highly recommend this product.,2023-04-30
49,1206,2077,67300,5,"Excellent quality, will buy again.",2024-05-31
50,2942,1408,70705,3,It's decent.,2024-09-14
51,5779,1171,14857,1,"Not as expected, quality is poor.",2023-05-04
52,5360,722,51728,2,Product arrived damaged.,2023-09-05
53,94,1995,41693,3,"Average product, nothing special.",2024-10-13
54,2514,2221,102979,5,Good value for money.,2024-12-21
55,8571,1026,24109,3,Okay for the price.,2022-05-18
56,243,2108,49015,5,Fast delivery and great packaging.,2023-08-14
57,7106,1611,95325,2,Stopped working after a week.,2022-04-05
58,1053,1539,19916,3,It's decent.,2024-12-15
59,7664,888,32542,2,Disappointed with the purchase.,2023-10-15
60,7212,874,81418,3,,2023-11-10
61,8639,77,31654,4,"Excellent quality, will buy again.   ",2022-12-21
62,1166,1602,84116,4,"Great product, exactly as described!",2023-10-29
63,10012,681,42530,4,Fast delivery and great packaging.,2023-04-01
64,7477,143,423,5,Fast delivery and great packaging.,2023-08-24
65,7373,1295,63130,3,,2022-04-26
66,3335,783,80283,4,Good value for money.,2022-09-11
67,1005,2096,69070,3,Okay for the price.,2024-12-18
68,399,560,53055,3,Okay for the price.,2022-04-22
69,2896,114,55559,2,"Not as expected, quality is poor.",2024-02-01
70,2064,2204,82643,2,Stopped working after a week.,2024-12-14
71,2097,1085,83196,2,Disappointed with the purchase.,2023-03-27
72,1776,257,95970,2,Stopped working after a week.,2023-08-17
73,983,273,85707,4,Good value for money.,2023-06-12
74,4542,61,72044,5,Good value for money.,2022-03-16
75,726,2180,84663,4,Fast delivery and great packaging.,2022-12-08
76,5700,1640,45178,2,Does not match the description.,2022-04-12
77,6744,1498,177,3,,2024-09-05
78,400,813,81829,2,"Not as expected, quality is poor.",2022-11-12
79,9489,745,37479,1,Would not recommend.,2023-12-04
80,4873,2053,62166,2,Stopped working after a week.,2022-08-28
81,4232,2153,51386,5,Very satisfied with this purchase.,2024-09-29
82,2871,242,58811,1,Stopped working after a week.,2024-12-20
83,8609,1492,69084,3,,2024-04-01
84,9890,1038,101668,2,"Not as expected, quality is poor.",2023-03-20
85,5772,882,38830,3,Okay for the price.,2023-02-07
86,7810,218,16503,3,It's decent.,2022-07-14
87,5643,1444,82576,4,Fast delivery and great packaging.,2022-03-17
88,9631,1292,92380,5,Highly recommend this product.,2024-02-05
89,9017,829,21738,1,Disappointed with the purchase.,2023-05-26
90,6435,1501,70642,2,Stopped working after a week.,2023-12-11
91,5723,1346,86951,2,"Not as expected, quality is poor.",2024-05-09
92,1905,1889,69499,4,Very satisfied with this purchase.,2023-11-05
93,8008,1839,53668,3,,2022-05-30
94,8932,2156,15457,2,Product arrived damaged.,2022-03-02
95,5845,1420,69919,5,Highly recommend this product.,2023-06-22
96,10560,88,104719,5,Highly recommend this product.,2023-03-12
97,9162,2035,6919,3,Okay for the price.,2024-11-15
98,7335,681,64062,5,Fast delivery and great packaging.,2022-01-30
99,10087,160,26537,5,"Excellent quality, will buy again.",2023-07-29
100,5089,1382,102990,5,"Great product, exactly as described!",2025-01-06
101,5698,1087,43218,2,Stopped working after a week.,2023-09-04
102,96,1017,82221,1,Does not match the description.,2024-10-17
103,7311,54,45494,2,Would not recommend.,2022-05-31
104,7629,614,29371,3,Okay for the price.,2024-11-29
105,9670,339,97888,1,Disappointed with the purchase.,2023-10-30
106,2892,1065,41399,1,"Not as expected, quality is poor.",2024-05-11
107,1408,783,63785,1,Would not recommend.,2022-08-28
108,5785,2155,20395,5,Good value for money.,2022-03-19
109,4119,1305,78086,1,Does not match the description.,2023-03-01
110,343,2171,41220,4,"Excellent quality, will buy again.",2022-03-26
111,4699,530,73801,4,Fast delivery and great packaging.,2024-03-05
112,4469,363,45372,4,Highly recommend this product.,2023-01-06
113,4788,511,76623,5,"Excellent quality, will buy again.",2023-07-07
114,287,1172,37849,1,Does not match the description.,2023-07-02
115,4823,352,22095,5,Highly recommend this product.,2023-12-25
116,1790,1606,25984,1,"Not as expected, quality is poor.",2023-04-11
117,867,193,69843,5,"Great product, exactly as described!",2024-12-31
118,4544,1910,37050,2,"Not as expected, quality is poor.",2024-12-08
119,9229,2090,72239,5,Highly recommend this product.,2024-09-25
120,6128,359,72142,1,Stopped working after a week.,2023-08-10
121,6125,1404,850,5,"Excellent quality, will buy again.",2022-08-27
122,347,1466,45508,1,Disappointed with the purchase.,2022-12-25
123,8842,1155,91105,1,Product arrived damaged.,2023-01-24
124,5072,805,49121,2,Product arrived damaged.,2022-07-11
125,129,324,85463,1,Stopped working after a week.,2023-01-22
126,2690,1927,47052,4,Very satisfied with this purchase.,2024-09-04
127,6549,540,46846,1,"Not as expected, quality is poor.",2023-01-08
128,2456,20,70000,5,"Excellent quality, will buy again.",2022-11-11
129,3394,434,56678,1,"Not as expected, quality is poor.",2022-06-12
130,3697,936,55165,1,Stopped working after a week.,2022-05-10
131,5215,1922,61337,5,Highly recommend this product.,2024-02-26
132,2325,1572,14754,4,Fast delivery and great packaging.,2023-03-27
133,4814,1077,29342,3,Okay for the price.,2022-12-15
134,4511,1441,65571,2,Does not match the description.,2022-01-15
135,4540,1364,77539,1,Product arrived damaged.,2022-06-03
136,2128,1773,8127,4,Very satisfied with this purchase.,2023-02-23
137,10005,1790,47104,3,Okay for the price.,2024-11-23
138,6388,394,20667,1,Does not match the description.,2023-11-03
139,3327,178,41508,1,Does not match the description.,2024-10-22
140,10492,1131,97806,4,Highly recommend this product.,2024-09-08
141,7674,1976,84939,2,Stopped working after a week.,2023-10-17
142,9675,383,4446,3,Okay for the price.,2023-03-24
143,8185,1873,94467,4,Highly recommend this product.,2023-12-28
144,3315,1123,86650,4,"Great product, exactly as described!",2024-09-04
145,7732,577,61985,3,It's decent.,2023-08-02
146,687,1896,71524,4,"Great product, exactly as described!",2024-03-07
147,5806,1049,74329,3,"Average product, nothing special.",2023-07-06
148,9540,582,63574,2,"Not as expected, quality is poor.",2022-12-05
149,1636,55,4309,3,,2022-07-22
150,8543,2145,75223,5,Highly recommend this product.,2023-09-25
151,2580,172,992,5,Fast delivery and great packaging.,2025-01-03
152,3454,1060,40620,1,Would not recommend.,2023-09-16
153,7805,1134,30363,3,Okay for the price.,2022-08-11
154,10313,1988,10896,3,"Average product, nothing special.",2024-02-25
155,4825,1478,10479,1,Does not match the description.,2023-08-25
156,2321,773,37842,4,Highly recommend this product.,2024-01-03
157,3837,2116,92432,5,Good value for money.,2024-10-24
158,1641,1325,89926,1,Product arrived damaged.,2024-07-14
159,8200,173,79730,4,Highly recommend this product.,2023-07-31
160,10522,609,35764,5,Highly recommend this product.,2023-06-05
161,7037,1239,27523,3,,2024-07-11
162,8651,1095,54236,4,Good value for money.,2024-05-27
163,7719,1209,62715,5,Highly recommend this product.,2023-01-28
164,2890,1568,50076,1,Does not match the description.,2024-11-29
165,3161,176,82969,2,"Not as expected, quality is poor.",2024-02-22
166,4716,1255,51024,3,,2023-05-23
167,8088,26,95357,1,"Not as expected, quality is poor.",2022-07-14
168,3779,1195,93028,3,It's decent.,2023-01-13
169,10620,1135,34318,4,Very satisfied with this purchase.,2022-04-22
170,5832,1183,81727,2,Does not match the description.,2023-01-29
171,873,1328,43160,5,"Excellent quality, will buy again.",2024-06-15
172,9675,15,82055,5,Good value for money.,2022-09-27
173,9833,1570,70723,1,Disappointed with the purchase.,2023-09-30
174,4631,1862,70371,5,Fast delivery and great packaging.,2024-03-26
175,4472,2121,62322,2,Would not recommend.,2022-10-23
176,5244,1625,32718,3,"Average product, nothing special.",2023-03-03
177,8739,2033,13009,1,Does not match the description.,2022-02-19
178,7004,1596,43959,1,"Not as expected, quality is poor.",2022-05-17
179,3328,722,83244,4,Good value for money.,2024-08-12
180,9593,1996,23722,5,Good value for money.,2023-09-01
181,710,193,90734,1,Does not match the description.,2022-08-18
182,2922,1328,55063,2,Disappointed with the purchase.,2024-02-16
183,3918,544,17132,1,Does not match the description.,2024-07-11
184,9728,1378,99450,1,Stopped working after a week.,2023-02-24
185,10052,2198,88769,3,,2022-10-27
186,9451,1102,20108,5,Very satisfied with this purchase.,2024-02-20
187,9055,1817,72056,3,Okay for the price.,2023-01-16
188,3001,2113,41559,5,Highly recommend this product.,2022-07-10
189,6428,2009,25833,1,Product arrived damaged.,2024-09-08
190,130,369,74224,5,Very satisfied with this purchase.,2023-05-16
191,7287,1613,104909,1,Would not recommend.,2022-09-06
192,3697,1881,55165,3,Okay for the price.,2022-05-08
193,9483,459,49576,2,Stopped working after a week.,2023-04-06
194,7406,2050,21926,4,Very satisfied with this purchase.,2025-01-06
195,1614,912,4691,2,Product arrived damaged.,2024-01-13
196,8697,1764,23229,2,,2022-08-17
197,10500,553,6298,3,Okay for the price.,2023-04-29
198,10202,2154,83682,4,Very satisfied with this purchase.,2023-02-28
199,7409,2154,2690,1,Does not match the description.,2023-01-08
200,9335,1909,72409,2,Stopped working after a week.,2022-10-27
201,398,875,77138,3,"Average product, nothing special.",2024-04-29
202,5457,995,49104,4,"Great product, exactly as described!",2022-07-22
203,5858,2192,25475,5,Fast delivery and great packaging.,2022-03-28
204,2054,1630,65083,3,It's decent.,2022-04-10
205,5047,1773,66649,3,"Average product, nothing special.",2024-11-30
206,6167,1445,14948,2,Would not recommend.,2022-08-14
207,10013,779,72538,2,Would not recommend.   ,2023-01-04
208,5149,1188,88049,2,Does not match the description.,2024-02-25
209,5527,1587,56734,3,It's decent.,2022-05-19
210,8680,129,33010,5,"Great product, exactly as described!",2024-05-06
211,5880,1849,41715,1,Product arrived damaged.,2023-04-03
212,5442,1396,75670,5,Highly recommend this product.,2025-05-29
213,8667,1234,67064,4,"Excellent quality, will buy again.",2022-11-18
214,657,889,73185,5,"Excellent quality, will buy again.",2022-08-28
215,2165,929,99572,3,,2024-06-26
216,9375,650,64755,1,Would not recommend.,2023-04-16
217,2098,1461,8649,1,Stopped working after a week.,2023-04-18
218,6601,2217,7055,3,,2023-01-10
219,145,1250,73743,4,Highly recommend this product.,2024-10-19
220,7054,23,41241,4,,2023-02-02
221,8041,1304,103904,2,"Not as expected, quality is poor.",2022-08-12
222,7158,1606,59872,3,,2022-11-28
223,5957,761,102203,4,Good value for money.,2023-08-27
224,6870,857,65699,3,It's decent.,2024-12-23
225,3814,1850,81881,2,Would not recommend.,2022-02-11
226,6472,593,101947,1,"Not as expected, quality is poor.",2023-12-27
227,9582,454,48387,1,Would not recommend.,2023-04-10
228,7892,1235,55480,3,It's decent.,2022-10-27
229,7140,502,66723,4,Very satisfied with this purchase.,2024-06-08
230,7794,2082,48375,3,"Average product, nothing special.",2023-03-14
231,664,1226,60828,5,Highly recommend this product.,2022-02-08
232,7466,1461,104257,3,,2023-03-25
233,4748,1598,91642,2,Product arrived damaged.,2022-05-21
234,9644,608,27837,2,Does not match the description.,2022-10-25
235,3944,1562,35458,4,Highly recommend this product.,2023-03-12
236,9882,1928,15894,2,Would not recommend.,2022-03-17
237,3442,640,76194,5,Highly recommend this product.,2022-10-19
238,5961,2046,1369,1,Stopped working after a week.,2023-06-25
239,3638,2141,22076,4,Fast delivery and great packaging.,2023-05-11
240,5098,372,4200,1,Does not match the description.,2023-03-03
241,3014,1427,97906,4,"Great product, exactly as described!",2023-09-02
242,10377,998,36349,2,Product arrived damaged.,2022-11-22
243,8830,321,104720,3,Okay for the price.,2022-08-04
244,986,257,29816,5,"Excellent quality, will buy again.",2023-08-03
245,9620,141,92272,1,"Not as expected, quality is poor.",2024-02-22
246,603,1509,76535,2,Would not recommend.,2023-01-04
247,2743,24,38326,2,Stopped working after a week.,2023-12-02
248,4052,1522,15887,4,Very satisfied with this purchase.,2024-07-16
249,6940,1725,54503,1,Disappointed with the purchase.,2023-10-07
250,4342,826,65449,1,Would not recommend.,2023-01-10
251,8413,1753,78123,5,Very satisfied with this purchase.,2024-05-29
252,6601,1907,100352,1,Disappointed with the purchase.,2022-07-24
253,8848,736,45101,5,Highly recommend this product.,2023-06-24
254,9621,968,92831,1,Disappointed with the purchase.   ,2024-12-12
255,9934,885,60670,3,,2022-01-24
256,1050,732,97104,5,Highly recommend this product.,2022-01-12
257,4790,356,50583,2,Product arrived damaged.,2024-12-11
258,6046,1607,76579,5,Fast delivery and great packaging.,2024-01-22
259,5525,443,43805,4,Highly recommend this product.,2022-07-25
260,2696,1718,52921,1,Stopped working after a week.,2024-08-04
261,10285,788,33900,1,Would not recommend.,2023-07-07
262,6452,165,9473,4,,2024-07-05
263,6466,1116,95652,5,Very satisfied with this purchase.,2024-04-22
264,6985,775,39442,2,Would not recommend.,2023-09-01
265,1518,1721,20886,5,Good value for money.,2024-06-18
266,8493,2109,44031,4,Fast delivery and great packaging.,2023-05-04
267,4217,1825,29966,3,It's decent.,2023-05-06
268,3118,2177,84630,1,Stopped working after a week.,2022-09-15
269,6049,87,2039,4,Fast delivery and great packaging.,2023-01-18
270,5674,55,46108,5,Good value for money.,2022-05-06
271,10513,1171,97109,4,"Excellent quality, will buy again.",2023-10-28
272,144,309,2976,2,Does not match the description.,2022-11-14
273,7644,2117,96865,2,Product arrived damaged.,2024-06-01
274,2850,658,8129,3,,2022-10-23
275,4441,1698,42053,2,Would not recommend.,2024-07-30
276,2906,177,19418,2,Disappointed with the purchase.,2022-06-14
277,5183,1841,15038,3,It's decent.,2023-06-18
278,7403,455,103528,5,Highly recommend this product.,2024-09-19
279,10264,2212,68012,4,Good value for money.,2024-01-19
280,10049,263,19684,5,"Excellent quality, will buy again.",2023-12-06
281,1063,211,15121,5,Very satisfied with this purchase.,2023-10-11
282,14,1285,45071,1,Stopped working after a week.,2023-09-30
283,10017,488,98315,1,Does not match the description.,2023-02-11
284,5006,1498,67322,1,Disappointed with the purchase.,2024-09-21
285,7414,1135,4721,3,It's decent.,2022-06-17
286,3349,1555,88173,5,Good value for money.,2022-05-20
287,10542,876,56909,2,Stopped working after a week.,2023-06-15
288,6655,1942,39414,5,"Great product, exactly as described!",2023-04-19
289,9169,489,62872,5,,2024-05-18
290,6846,1567,2542,5,Highly recommend this product.,2024-09-13
291,7615,1627,21528,5,Very satisfied with this purchase.,2024-06-30
292,8822,408,26651,2,Would not recommend.,2023-11-18
293,504,2086,84772,5,Good value for money.,2023-02-20
294,10124,719,91870,2,Disappointed with the purchase.,2022-03-25
295,1101,242,55627,5,"Great product, exactly as described!",2023-01-28
296,8217,2205,56829,4,"Excellent quality, will buy again.",2023-07-30
297,3394,570,12548,3,,2023-12-26
298,1414,883,48765,5,Fast delivery and great packaging.,2024-10-26
299,8252,750,58692,5,Very satisfied with this purchase.,2024-04-09
300,1474,17,101209,3,It's decent.,2022-06-12
301,9814,479,25373,5,"Great product, exactly as described!",2024-11-11
302,3974,498,25598,3,It's decent.,2024-04-19
303,9620,853,87507,4,Fast delivery and great packaging.,2025-01-04
304,5502,1202,34902,4,Good value for money.,2024-04-11
305,7579,1278,5428,3,Okay for the price.,2022-02-16
306,6144,2147,48790,1,Disappointed with the purchase.,2023-12-03
307,5390,1640,14462,2,Would not recommend.,2023-03-18
308,8682,125,9723,5,"Excellent quality, will buy again.",2024-05-23
309,1281,198,8806,5,Highly recommend this product.,2023-08-04
310,1551,2108,102940,1,Product arrived damaged.,2022-06-27
311,5361,816,102185,3,Okay for the price.,2024-02-05
312,10562,2140,58037,1,Disappointed with the purchase.,2024-07-20
313,8148,920,9265,5,Highly recommend this product.,2023-10-12
314,6964,1476,89547,5,Good value for money.,2024-11-02
315,10360,1937,31446,5,Highly recommend this product.,2024-10-11
316,10057,1493,88377,4,Fast delivery and great packaging.,2022-10-13
317,5733,1458,53106,3,,2023-08-08
318,2038,18,5825,4,Fast delivery and great packaging.,2022-09-09
319,2974,1613,61806,1,Would not recommend.,2024-07-15
320,10599,1864,35081,3,,2022-08-02
321,9493,872,64354,3,"Average product, nothing special.",2024-10-16
322,6670,2211,39705,1,Does not match the description.,2023-02-24
323,10538,1842,45665,4,Good value for money.,2023-12-16
324,5545,306,27197,2,"Not as expected, quality is poor.",2023-07-03
325,9559,1827,89473,1,Stopped working after a week.,2022-01-23
326,51,1170,99270,5,Very satisfied with this purchase.,2022-11-23
327,143,529,3225,5,Highly recommend this product.,2023-03-31
328,1029,156,102929,5,Good value for money.,2022-01-18
329,10349,1370,27795,1,Product arrived damaged.,2024-03-29
330,5700,390,23755,3,,2024-11-26
331,1184,1571,20632,5,"Great product, exactly as described!",2024-02-05
332,10624,2032,26912,3,Okay for the price.,2024-11-06
333,4051,1718,38431,3,,2023-07-23
334,4934,1082,60668,1,Would not recommend.,2022-04-13
335,1975,1969,78523,3,"Average product, nothing special.",2024-05-19
336,7061,1060,93006,2,Product arrived damaged.,2023-11-02
337,640,455,3783,1,Does not match the description.,2024-04-26
338,9786,1115,30726,3,"Average product, nothing special.",2024-10-18
339,5130,1254,46916,5,Good value for money.,2022-06-23
340,10162,956,99766,4,"Excellent quality, will buy again.",2022-03-14
341,8862,511,41340,5,"Excellent quality, will buy again.",2024-05-14
342,4600,1398,23561,2,"Not as expected, quality is poor.",2024-10-09
343,7658,9,97934,4,"Great product, exactly as described!",2022-01-22
344,8967,1298,3539,1,"Not as expected, quality is poor.",2023-04-21
345,7914,774,89070,2,"Not as expected, quality is poor.",2024-02-04
346,928,979,3744,4,"Great product, exactly as described!",2024-10-02
347,10508,481,64804,3,"Average product, nothing special.",2025-01-06
348,8365,636,68344,2,Disappointed with the purchase.,2024-08-17
349,8465,654,11029,4,Good value for money.,2024-08-27
350,4456,1128,71245,2,"Not as expected, quality is poor.",2023-07-13
351,8019,2062,94282,4,Very satisfied with this purchase.,2024-01-04
352,7391,819,3358,5,"Excellent quality, will buy again.",2023-12-10
353,8901,1198,54564,1,Disappointed with the purchase.,2024-09-27
354,3497,1062,55702,4,Very satisfied with this purchase.,2023-12-07
355,1027,1916,5330,5,Highly recommend this product.,2024-01-24
356,5731,2088,99414,3,,2022-11-16
357,7386,1729,19485,1,Disappointed with the purchase.,2022-06-16
358,6675,2208,8497,1,Would not recommend.,2024-05-12
359,10091,652,89128,2,Does not match the description.,2024-11-07
360,7727,1585,37776,3,"Average product, nothing special.",2022-09-19
361,6507,1419,27016,4,Highly recommend this product.,2024-06-18
362,5531,1610,10926,1,Does not match the description.,2024-04-04
363,10472,1516,61632,2,,2023-07-20
364,9146,1827,18123,5,"Excellent quality, will buy again.",2023-01-01
365,7066,1204,55134,1,,2024-05-23
366,1827,2035,36402,3,It's decent.,2022-02-28
367,244,930,2364,4,"Great product, exactly as described!",2024-09-28
368,1074,390,50736,3,It's decent.,2024-02-08
369,10020,912,40702,3,Okay for the price.,2022-11-05
370,8205,1387,6749,1,Stopped working after a week.,2022-12-22
371,2680,94,70572,3,,2023-11-30
372,1212,1986,68325,1,"Not as expected, quality is poor.",2024-08-31
373,9085,1872,58536,1,Stopped working after a week.,2024-02-23
374,2843,1286,27920,1,Product arrived damaged.,2022-10-30
375,6800,75,44853,1,Does not match the description.,2022-10-12
376,9371,136,34139,5,"Excellent quality, will buy again.",2023-10-31
377,380,220,24785,5,"Great product, exactly as described!",2022-12-01
378,7508,2042,41674,4,Good value for money.,2024-11-15
379,4197,509,96988,1,Disappointed with the purchase.,2023-08-07
380,9524,111,91502,4,"Great product, exactly as described!",2024-12-28
381,9340,329,2135,2,Disappointed with the purchase.,2022-06-19
382,5975,13,22934,4,Highly recommend this product.,2023-04-18
383,2380,72,19061,4,"Excellent quality, will buy again.",2024-07-04
384,10155,1907,73097,4,Good value for money.,2024-11-07
385,8998,635,72419,5,Good value for money.,2022-05-17
386,6539,1041,90563,1,Product arrived damaged.,2022-11-26
387,1720,1989,52762,4,"Excellent quality, will buy again.",2024-12-21
388,3636,1997,20713,5,Highly recommend this product.,2022-10-20
389,1611,1239,2399,1,Would not recommend.,2022-08-23
390,3505,569,21819,1,Stopped working after a week.,2022-02-12
391,6876,883,8037,1,Product arrived damaged.,2024-10-01
392,297,1546,87911,4,"Excellent quality, will buy again.",2023-03-22
393,4726,220,86317,1,Does not match the description.,2023-07-19
394,1317,161,56912,4,"Excellent quality, will buy again.",2022-07-03
395,6920,1863,48557,5,Good value for money.,2024-12-07
396,6523,430,52530,3,It's decent.,2022-02-01
397,4991,188,72699,4,"Excellent quality, will buy again.",2022-07-01
398,2044,1042,50160,4,"Great product, exactly as described!",2023-05-05
399,4821,474,9786,1,Disappointed with the purchase.,2022-07-03
400,6785,59,17526,5,"Great product, exactly as described!",2023-10-31
401,3555,1804,30186,5,Good value for money.,2024-07-12
402,7162,1988,6305,1,Would not recommend.,2022-06-22
403,4096,820,103750,4,Fast delivery and great packaging.,2023-05-27
404,5722,802,98748,3,"Average product, nothing special.",2024-05-29
405,244,1844,2364,5,Highly recommend this product.,2024-09-21
406,5832,767,19643,3,"Average product, nothing special.   ",2024-08-24
407,2744,283,98058,3,"Average product, nothing special.",2023-07-24
408,10134,1484,13491,5,"Great product, exactly as described!",2024-01-13
409,7489,436,13302,4,"Great product, exactly as described!",2024-05-13
410,9770,1849,10493,1,Stopped working after a week.,2024-03-22
411,2062,667,9380,3,,2022-06-14
412,262,1716,99839,3,"Average product, nothing special.",2024-05-05
413,8576,795,71859,2,Product arrived damaged.,2024-05-25
414,4623,854,102510,1,Product arrived damaged.,2024-02-03
415,8127,353,27580,2,Disappointed with the purchase.,2022-09-09
416,6776,403,104325,2,Stopped working after a week.,2024-01-21
417,1149,2218,84492,3,,2022-11-05
418,1718,1905,71919,4,"Excellent quality, will buy again.",2023-01-15
419,8357,1485,45958,4,"Great product, exactly as described!",2023-02-15
420,2290,405,7150,4,Fast delivery and great packaging.,2024-06-08
421,897,502,92603,4,Fast delivery and great packaging.,2024-04-25
422,8972,2009,92253,5,Highly recommend this product.,2023-02-09
423,4634,1857,49305,2,Stopped working after a week.,2023-01-05
424,6106,2076,42564,1,Stopped working after a week.,2022-10-31
425,6295,190,52652,3,Okay for the price.,2024-11-09
426,6280,1914,89364,5,Fast delivery and great packaging.,2022-08-29
427,8820,2095,77817,2,Product arrived damaged.,2024-03-11
428,6645,506,88732,2,Would not recommend.,2022-06-19
429,2351,1634,84640,2,Disappointed with the purchase.,2023-05-29
430,2917,1232,52723,2,Disappointed with the purchase.,2022-11-07
431,9131,554,23056,1,Would not recommend.,2022-07-02
432,4810,1856,91026,5,Fast delivery and great packaging.,2022-01-18
433,9239,190,72947,2,Would not recommend.,2023-07-09
434,7553,1803,10278,4,Fast delivery and great packaging.,2022-03-09
435,6480,390,72128,2,Product arrived damaged.,2022-06-14
436,1668,2161,13394,5,"Excellent quality, will buy again.",2023-10-23
437,7200,1848,91036,4,Highly recommend this product.,2024-07-10
438,2512,594,48972,2,Does not match the description.,2022-02-15
439,3223,82,41984,2,Would not recommend.,2024-12-12
440,10311,82,74391,1,Would not recommend.,2023-05-27
441,5706,1151,70275,5,"Great product, exactly as described!",2023-08-26
442,6859,1793,90793,1,Would not recommend.,2024-08-25
443,4095,993,77962,4,Highly recommend this product.,2023-11-03
444,5853,263,21567,2,Product arrived damaged.,2023-03-21
445,873,206,62574,5,"Excellent quality, will buy again.",2023-09-23
446,9757,1694,18446,5,Good value for money.,2022-11-06
447,8110,766,95679,2,Would not recommend.,2023-10-01
448,3405,1677,44093,5,Fast delivery and great packaging.,2024-02-21
449,4118,1275,27678,4,Fast delivery and great packaging.,2023-10-11
450,6271,2052,71226,1,Would not recommend.,2023-01-14
451,7599,1085,38927,5,Very satisfied with this purchase.,2022-06-20
452,3495,453,97955,3,Okay for the price.,2022-12-01
453,2712,1513,99072,2,Does not match the description.,2022-12-15
454,6429,1043,94502,2,Does not match the description.,2024-01-20
455,3084,1134,3386,5,"Excellent quality, will buy again.",2023-11-04
456,6440,560,19482,5,Highly recommend this product.,2024-09-22
457,10403,538,52966,5,Good value for money.,2024-11-30
458,9938,1423,40950,3,,2022-04-08
459,8654,1681,15485,3,Okay for the price.,2024-11-21
460,1935,241,24170,2,"Not as expected, quality is poor.",2024-12-26
461,4740,1144,28546,2,Would not recommend.,2024-11-07
462,10185,47,73282,5,"Great product, exactly as described!",2023-01-09
463,103,2000,66676,3,Okay for the price.,2022-10-03
464,2473,126,50687,3,It's decent.,2023-01-18
465,3070,1901,31716,3,It's decent.,2022-03-16
466,1286,912,43427,3,,2022-07-31
467,8609,472,3627,1,Stopped working after a week.,2022-12-12
468,1879,409,17395,2,Disappointed with the purchase.,2024-05-16
469,3059,389,25068,3,Okay for the price.,2023-10-15
470,7993,1506,49862,2,Stopped working after a week.,2022-03-31
471,7582,193,28303,3,,2022-05-24
472,7813,747,12437,2,Does not match the description.,2023-02-19
473,1151,1612,81635,4,Good value for money.,2024-07-20
474,10459,1388,33127,2,"Not as expected, quality is poor.",2023-02-16
475,4411,1410,82706,4,Highly recommend this product.,2022-07-04
476,519,1539,8541,1,"Not as expected, quality is poor.",2024-01-30
477,7436,256,16446,5,Highly recommend this product.,2023-07-22
478,7010,142,53507,5,"Great product, exactly as described!",2022-12-25
479,1409,1558,29745,3,,2022-06-12
