product_id,product_name,category_id,brand,cost_price,selling_price,stock_quantity
159,Realme Mini Smartphone 159,11,Realme,15294.14,23897.23,485
160,Realme Classic Phone 160,11,Realme,10249.14,13236.34,474
161,Premium Mini Product 161,15,Premium,7960.17,9340.77,149
162,Realme Smart Smartphone 162,11,Realme,11879.61,15403.52,47
163,ValueMart Ultra Kit 163,15,ValueMart,14166.01,22754.88,273
164,ProLine Lite Kit 164,17,ProLine,16328.2,22133.52,123
165,Generic Eco Set 165,20,Generic,13751.15,19669.95,264
166,ProLine Max Set 166,16,ProLine,9048.4,13421.32,404
167,HouseBrand Ultra Set 167,19,HouseBrand,22165.75,38760.96,425
168,Adidas Pro Sandal 168,13,Adidas,13030.86,21760.44,122
169,Generic Smart Product 169,8,Generic,20942.69,30810.72,20
170,ProLine Smart Item 170,3,ProLine,-1847.88,3136.4,410
171,Puma Ultra Shirt 171,2,Puma,7051.26,9640.37,243
172,ValueMart Mini Kit 172,5,ValueMart,7881.64,12868.75,451
173,Samsung Pro Speaker 173,1,Samsung,20687.98,35309.34,207
174,Generic Ultra Kit 174,10,Generic,3882.64,5981.39,334
175,HouseBrand Smart Pack 175,3,HouseBrand,9154.74,16231.16,38
176,Generic Ultra Pack 176,25,Generic,19314.02,26114.97,385
177,Generic Lite Kit 177,18,Generic,17649.89,24746.86,462
178,ValueMart Eco Pack 178,17,ValueMart,317.65,408.46,378
179,ProLine Smart Set 179,14,ProLine,4135.6,5201.92,208
180,ProLine Mini Pack 180,21,ProLine,24728.87,37374.72,100
181,ProLine Lite Kit 181,21,ProLine,24758.53,30751.02,251
182,Asus Classic Monitor 182,12,Asus,9844.69,11833.63,417
183,HouseBrand Eco Set 183,19,HouseBrand,10872.79,15820.59,459
184,Lakme Classic Product 184,4,Lakme,4564.12,7939.82,470
185,Puma Classic T-Shirt 185,2,Puma,5859.66,7851.0,97
186,Adidas Plus Running Shoe 186,13,Adidas,14681.81,21591.63,6
187,Premium Max Pack 187,3,Premium,6129.5,10409.93,427
188,HouseBrand Ultra Product 188,16,HouseBrand,16246.27,25760.61,397
189,ValueMart Ultra Product 189,20,ValueMart,1499.81,2082.18,371
190,Generic Mini Kit 190,14,Generic,8494.49,14431.38,165
191,Puma Mini Boot 191,13,Puma,19227.26,32759.6,184
192,Nike Mini Sandal 192,13,Nike,22743.33,34834.38,60
193,ValueMart Pro Pack 193,22,ValueMart,8547.74,12601.34,423
194,ProLine Smart Kit 194,14,ProLine,2669.24,3761.12,499
195,Generic Classic Set 195,23,Generic,15789.26,19979.4,4
196,ValueMart Eco Kit 196,9,ValueMart,4830.5,5633.02,303
197,ProLine Ultra Pack 197,24,ProLine,11232.77,15163.09,71
198,ValueMart Classic Product 198,15,ValueMart,232.5,309.39,85
199,ValueMart Pro Kit 199,18,ValueMart,15862.56,28365.02,401
200,ValueMart Mini Set 200,16,ValueMart,11963.77,19679.58,325
201,HouseBrand Lite Kit 201,23,HouseBrand,18031.36,32025.27,311
202,ProLine Pro Pack 202,20,ProLine,21676.7,26535.91,253
203,ValueMart Prime Pack 203,19,ValueMart,11030.21,16650.29,480
204,Generic Mini Item 204,17,Generic,24246.89,43401.35,77
205,HouseBrand Lite Kit 205,8,HouseBrand,18357.15,30059.64,318
206,Generic Mini Set 206,9,Generic,3140.55,3695.22,254
207,Premium Smart Product 207,20,Premium,12268.01,21967.11,429
208,Lenovo Mini Desktop 208,12,Lenovo,24449.03,34657.1,37
209,Premium Classic Kit 209,20,Premium,2166.24,3273.3,270
210,Generic Pro Kit 210,21,Generic,23121.31,38951.99,119
211,Panasonic Plus TV 211,1,Panasonic,9348.92,11047.19,184
212,HouseBrand Pro Item 212,3,HouseBrand,16898.88,27268.33,328
213,Generic Ultra Product 213,20,Generic,21643.14,35291.96,196
214,Generic Lite Pack 214,21,Generic,1271.64,1656.24,50
215,HouseBrand Smart Product 215,16,HouseBrand,21460.23,24742.04,475
216,Nike Smart Sandal 216,13,Nike,16948.32,19816.73,379
217,OnePlus Lite Smartphone 217,11,OnePlus,22396.09,35532.48,127
218,  ProLine Lite Novel 218  ,6,ProLine,21326.89,29350.5,389
219,Premium Prime Item 219,22,Premium,7508.64,11516.06,224
220,Generic Prime Set 220,10,Generic,6906.89,11923.1,433
221,ValueMart Ultra Kit 221,5,ValueMart,2166.05,2972.37,224
222,Generic Ultra Pack 222,18,Generic,20195.42,36335.26,319
223,Generic Prime Set 223,8,Generic,10228.15,12672.0,59
224,Generic Pro Pack 224,15,Generic,24939.62,40042.37,367
225,Premium Mini Pack 225,15,Premium,9839.61,17169.57,109
226,Puma Eco Sneaker 226,13,Puma,3402.45,4720.89,41
227,Levis Mini T-Shirt 227,2,Levis,5089.38,5911.24,150
228,Asus Mini Laptop 228,12,Asus,15881.78,21807.91,224
229,OnePlus Lite Smartphone 229,11,OnePlus,-23982.27,39301.57,251
230,ValueMart Eco Product 230,14,ValueMart,7149.29,12390.06,193
231,Premium Smart Biography 231,6,Premium,8167.3,14218.39,153
232,ValueMart Classic Pack 232,14,ValueMart,18570.83,28487.36,309
233,Premium Max Product 233,17,Premium,7519.61,9827.32,149
234,Premium Ultra Kit 234,9,Premium,3928.27,6749.96,0
235,ValueMart Prime Pack 235,8,ValueMart,14059.16,23405.46,292
236,ValueMart Pro Set 236,20,ValueMart,-10987.74,16037.35,474
237,ValueMart Lite Set 237,25,ValueMart,16881.21,28352.25,335
238,ValueMart Plus Product 238,23,ValueMart,-19700.37,25026.69,85
239,Premium Classic Set 239,15,Premium,2592.26,4081.25,159
240,ProLine Eco Set 240,24,ProLine,12842.67,18383.41,69
241,Sony Ultra Soundbar 241,1,Sony,23996.37,29202.42,146
242,Zara Mini Jacket 242,2,Zara,6189.36,7381.4,492
243,Asus Smart Notebook 243,12,Asus,12926.39,17491.61,23
244,Puma Pro Dress 244,2,Puma,-2834.43,3968.0,388
245,Zara Ultra Jeans 245,2,Zara,17469.83,22441.1,488
246,ValueMart Classic Product 246,8,ValueMart,9883.44,14042.35,75
247,Panasonic Smart Headphone 247,1,Panasonic,2846.16,4869.2,81
248,Panasonic Plus Soundbar 248,1,Panasonic,12728.78,18688.09,14
249,ValueMart Plus Pack 249,9,ValueMart,10811.61,17918.92,233
250,Premium Classic Kit 250,22,Premium,6545.7,8899.66,298
251,Premium Ultra Set 251,7,Premium,12022.59,19165.43,166
252,Generic Plus Guide 252,6,Generic,8301.86,14567.69,241
253,Zara Lite Shirt 253,2,Zara,11546.2,18618.39,95
254,Loreal Smart Product 254,4,Loreal,1231.98,1527.45,10
255,Premium Eco Pack 255,23,Premium,281.03,357.59,408
256,Panasonic Max Headphone 256,1,Panasonic,2810.21,4364.53,237
257,HouseBrand Ultra Set 257,7,HouseBrand,14251.84,21857.01,343
258,Premium Classic Product 258,22,Premium,168.3,286.9,266
259,Generic Lite Pack 259,16,Generic,4110.45,6792.15,497
260,Premium Pro Item 260,22,Premium,6393.87,11171.47,278
261,Acer Lite Desktop 261,12,Acer,15105.44,27039.07,39
262,ValueMart Pro Item 262,10,ValueMart,20338.33,27598.29,274
263,ProLine Smart Set 263,20,ProLine,15038.31,19408.91,257
264,Xiaomi Plus Smartphone 264,11,Xiaomi,7975.01,9576.16,430
265,Samsung Classic TV 265,1,Samsung,8694.64,10106.41,351
266,ValueMart Max Item 266,5,ValueMart,18143.32,29215.45,150
267,ValueMart Max Kit 267,19,ValueMart,7962.97,13764.09,73
268,ProLine Lite Item 268,15,ProLine,3194.36,3971.92,335
269,HouseBrand Classic Pack 269,18,HouseBrand,4364.95,6458.99,60
270,Generic Max Product 270,25,Generic,149.99,174.1,276
271,PROLINE PRIME KIT 271,25,ProLine,14636.74,18039.66,286
272,ProLine Ultra Pack 272,23,ProLine,22015.49,32990.88,82
273,ProLine Smart Kit 273,16,ProLine,6866.02,8121.39,223
274,ValueMart Prime Set 274,15,ValueMart,-7404.14,11708.56,488
275,ValueMart Prime Set 275,21,ValueMart,503.11,773.39,78
276,ProLine Prime Novel 276,6,ProLine,21853.52,28734.8,309
277,Generic Ultra Product 277,16,Generic,13860.84,19509.25,375
278,Premium Lite Item 278,17,Premium,18157.95,27573.02,133
279,HouseBrand Eco Product 279,19,HouseBrand,24586.26,34974.62,462
280,Nike Pro Sandal 280,13,Nike,361.12,602.14,179
281,ValueMart Prime Kit 281,14,ValueMart,10228.64,12388.38,386
282,ValueMart Pro Set 282,23,ValueMart,9905.43,15786.07,234
283,Loreal Classic Set 283,4,Loreal,24040.66,30435.17,340
284,ValueMart Ultra Item 284,5,ValueMart,21481.62,37446.3,121
285,Premium Mini Guide 285,6,Premium,11771.53,19149.59,322
286,Generic Ultra Pack 286,22,Generic,9507.36,14128.53,44
287,HouseBrand Lite Set 287,19,HouseBrand,18291.84,30344.77,474
288,Generic Lite Item 288,15,Generic,2660.15,4622.23,349
289,Premium Prime Pack 289,22,Premium,19962.53,24252.69,1
290,Premium Max Biography 290,6,Premium,18602.83,21673.06,105
291,ValueMart Mini Set 291,25,ValueMart,9459.76,15301.66,465
292,Premium Eco Pack 292,23,Premium,9896.02,13433.21,174
293,ValueMart Max Kit 293,16,ValueMart,14545.68,20595.82,-17
294,ProLine Mini Item 294,16,ProLine,23387.77,34005.03,33
295,Premium Classic Pack 295,5,Premium,9461.29,13304.18,384
296,Nivea Ultra Item 296,4,Nivea,4113.64,6561.11,23
297,ProLine Pro Pack 297,9,ProLine,23874.71,31236.19,99
298,Premium Pro Pack 298,3,Premium,18849.94,32472.29,171
299,HouseBrand Eco Kit 299,7,HouseBrand,5092.1,6470.78,239
300,ValueMart Lite Set 300,14,ValueMart,11737.0,15476.83,63
301,Nike Smart Dress 301,2,Nike,12063.21,21394.9,122
302,Generic Plus Kit 302,17,Generic,12412.89,15167.93,117
303,ValueMart Plus Set 303,7,ValueMart,7404.61,12196.3,150
304,Generic Plus Product 304,22,Generic,22545.96,40356.58,306
305,ValueMart Classic Kit 305,25,ValueMart,23827.33,28513.79,205
306,Lakme Pro Pack 306,4,Lakme,7646.44,11541.41,212
307,VALUEMART PLUS ITEM 307,3,ValueMart,21152.63,32805.43,201
308,Premium Max Set 308,14,Premium,4174.52,5487.89,227
309,ValueMart Pro Pack 309,5,ValueMart,21305.73,32592.4,262
310,ProLine Mini Kit 310,19,ProLine,7436.02,10345.84,417
311,Apple Eco Phone 311,11,Apple,19012.37,31409.0,21
312,Premium Smart Biography 312,6,Premium,23541.39,28918.85,116
313,Generic Classic Product 313,23,Generic,2554.87,3377.41,88
314,ProLine Classic Product 314,22,ProLine,4528.33,6424.88,30
315,Asus Max Monitor 315,12,Asus,6169.21,9942.67,67
316,Generic Ultra Pack 316,22,Generic,21870.65,29975.02,267
317,HouseBrand Eco Set 317,14,HouseBrand,6247.74,8179.03,148
318,Generic Mini Pack 318,5,Generic,23503.47,40595.02,1
319,Generic Max Product 319,20,Generic,12965.65,19045.18,225
320,ValueMart Lite Item 320,14,ValueMart,13437.37,19248.58,180
321,Lakme Eco Set 321,4,Lakme,3185.31,5634.69,44
322,Puma Smart Boot 322,13,Puma,23832.48,29941.34,186
323,ValueMart Smart Product 323,14,ValueMart,5232.55,6878.55,437
324,Panasonic Mini Speaker 324,1,Panasonic,3017.89,5269.09,0
325,HouseBrand Eco Pack 325,9,HouseBrand,15222.82,22107.48,485
326,Samsung Classic Phone 326,11,Samsung,13320.56,16939.83,419
327,ValueMart Eco Set 327,25,ValueMart,20466.78,33402.8,185
328,Lenovo Classic Laptop 328,12,Lenovo,3864.28,6756.43,340
329,Premium Prime Pack 329,9,Premium,1300.16,1784.55,28
330,ValueMart Smart Product 330,20,ValueMart,15586.58,25531.52,318
331,ProLine Plus Kit 331,20,ProLine,5338.27,9344.42,265
332,OnePlus Smart Smartphone 332,11,OnePlus,15993.39,18416.4,276
333,Premium Ultra Product 333,25,Premium,7058.36,8401.86,198
334,Acer Ultra Monitor 334,12,Acer,3269.3,4083.4,393
335,ValueMart Plus Item 335,16,ValueMart,9853.54,17235.85,323
336,ValueMart Mini Kit 336,8,ValueMart,18168.19,26338.69,151
337,HouseBrand Pro Kit 337,17,HouseBrand,15012.4,21877.71,306
338,HouseBrand Prime Pack 338,24,HouseBrand,8600.71,10881.64,45
339,Premium Smart Item 339,17,Premium,21157.89,24885.17,493
340,  Dell Pro Monitor 340  ,12,Dell,22317.57,36539.49,138
341,HouseBrand Lite Kit 341,25,HouseBrand,13308.77,21014.51,86
342,Generic Classic Kit 342,8,Generic,23691.01,32885.92,367
343,Premium Mini Pack 343,19,Premium,10108.35,15315.99,74
344,GENERIC ECO SET 344,18,Generic,12747.91,22176.34,165
345,Xiaomi Smart Smartphone 345,11,Xiaomi,16194.44,22227.45,348
346,Realme Prime Phone 346,11,Realme,-11029.25,13585.55,413
347,Generic Classic Product 347,3,Generic,16703.87,26326.74,366
348,HouseBrand Mini Item 348,17,HouseBrand,543.17,739.94,402
349,Generic Smart Item 349,5,Generic,19464.88,33273.46,375
350,HOUSEBRAND PRO SET 350,7,HouseBrand,16712.84,20625.08,435
351,Generic Pro Set 351,7,Generic,3509.43,4682.59,140
352,Premium Plus Set 352,17,Premium,22762.66,29173.53,480
353,ValueMart Ultra Product 353,14,ValueMart,17549.71,31052.45,291
354,ProLine Prime Kit 354,16,ProLine,6414.92,9985.21,32
355,HouseBrand Lite Product 355,9,HouseBrand,24404.4,34405.07,220
356,Generic Mini Pack 356,18,Generic,629.53,887.66,350
357,ProLine Smart Product 357,22,ProLine,15275.17,21974.29,88
358,ProLine Ultra Product 358,24,ProLine,21356.91,29033.44,428
359,ValueMart Smart Set 359,14,ValueMart,12271.12,19154.38,406
360,Premium Smart Item 360,9,Premium,6142.91,10708.55,477
361,Premium Lite Pack 361,24,Premium,-21090.91,37664.84,10
362,Generic Plus Kit 362,19,Generic,19128.45,31479.38,52
363,Bata Mini Running Shoe 363,13,Bata,11438.48,14940.34,303
364,Premium Classic Kit 364,17,Premium,7268.54,9576.85,230
365,HouseBrand Smart Kit 365,15,HouseBrand,10279.06,13283.19,328
366,Generic Mini Product 366,21,Generic,21521.22,27095.32,182
367,Panasonic Prime Headphone 367,1,Panasonic,8436.44,14075.21,67
368,Premium Pro Set 368,21,Premium,3501.31,5788.78,302
369,ValueMart Pro Set 369,3,ValueMart,9782.06,17598.87,143
370,PROLINE PRIME ITEM 370,5,ProLine,3891.39,5544.53,200
371,ValueMart Ultra Set 371,16,ValueMart,23325.87,41695.78,316
372,Nike Ultra Jeans 372,2,Nike,3493.04,5812.35,124
373,HouseBrand Classic Pack 373,7,HouseBrand,22126.98,34988.17,226
374,HouseBrand Pro Item 374,3,HouseBrand,20821.61,26331.67,77
375,OnePlus Pro Smartphone 375,11,OnePlus,13827.01,20401.73,147
376,ProLine Lite Set 376,18,ProLine,16334.53,29317.66,11
377,Generic Plus Set 377,25,Generic,12935.66,15676.46,341
378,ValueMart Ultra Product 378,19,ValueMart,24417.77,33132.77,-1
379,HP Eco Desktop 379,12,HP,10648.18,12601.3,184
380,ProLine Lite Set 380,17,ProLine,8865.78,14733.61,340
381,Premium Classic Kit 381,21,Premium,20539.71,29183.5,197
382,Premium Smart Item 382,9,Premium,18733.08,31301.16,83
383,Nike Ultra Sandal 383,13,Nike,22331.12,27769.66,284
384,ValueMart Plus Pack 384,22,ValueMart,2447.58,3058.96,153
385,Generic Pro Kit 385,14,Generic,1734.59,2054.32,113
386,LG Max Soundbar 386,1,LG,10936.1,18082.9,49
387,Philips Classic Headphone 387,1,Philips,16323.83,27506.19,171
388,ProLine Plus Kit 388,5,ProLine,3714.25,6349.59,134
389,Generic Smart Product 389,21,Generic,13496.6,22707.76,21
390,Generic Eco Pack 390,3,Generic,9892.31,16120.2,293
391,Premium Ultra Pack 391,7,Premium,18820.61,27811.52,269
392,Generic Classic Kit 392,19,Generic,11643.76,16174.79,205
393,ValueMart Lite Novel 393,6,ValueMart,5249.06,8600.42,480
394,Generic Classic Item 394,3,Generic,2195.26,2776.1,81
395,ValueMart Max Item 395,5,ValueMart,20586.54,29007.04,349
396,HouseBrand Lite Pack 396,25,HouseBrand,3473.42,5469.94,89
397,Asus Plus Monitor 397,12,Asus,-9853.31,16935.92,476
398,ProLine Prime Kit 398,25,ProLine,21827.83,27830.38,308
399,HouseBrand Max Biography 399,6,HouseBrand,16419.04,21967.1,125
400,ValueMart Mini Pack 400,19,ValueMart,14182.2,21388.04,191
401,Premium Plus Item 401,21,Premium,17777.79,20751.58,265
402,H&M Smart Dress 402,2,H&M,15058.88,22076.69,309
403,HouseBrand Max Set 403,7,HouseBrand,10495.47,17240.3,51
404,Premium Plus Pack 404,21,Premium,14052.52,19680.42,377
405,Generic Classic Kit 405,7,Generic,13071.87,17706.99,225
406,HouseBrand Smart Item 406,15,HouseBrand,16932.48,20199.63,181
407,Sony Prime Speaker 407,1,Sony,5346.31,9256.77,386
408,Generic Plus Item 408,17,Generic,4340.41,7503.14,47
409,HP Prime Notebook 409,12,HP,11928.49,20971.51,237
410,H&M Eco T-Shirt 410,2,H&M,5418.7,8294.68,231
411,HouseBrand Ultra Pack 411,5,HouseBrand,17004.2,21921.13,446
